_id,applicant_id_token,age_band,ip_anonymised,email_hash,spending_behavior,processing_timestamp,applicant_info.gender,applicant_info.zip_code,financials.annual_income,financials.credit_history_months,financials.debt_to_income,financials.savings_balance,decision.loan_approved,decision.rejection_reason,loan_purpose,decision.interest_rate,decision.approved_amount,ssn_is_duplicate
app_154,b650612d42b642ff90232a30f289e8a732fc2af50b632b243a294aaef7ffdfe2,40-44,192.168.101.0,2b65c9961423f7dbcdd579019e5d7cb6fd26a5d0a5893fbe40bfcc8900181fa4,"[{'category': 'Education', 'amount': 60}]",2024-01-15T00:00:00Z,Female,30015.0,119000.0,65.0,0.09,86849.0,True,,,6.5,15000.0,False
app_155,460f9f9601e1d21cbd16aab70c62716d7b27f46d834cfe22fb7fedd128af4b6a,45-49,10.29.9.0,32d773ea2f66a19144dd26b12ef077c00661879d88c1876063761947386462dc,"[{'category': 'Insurance', 'amount': 551}]",2024-01-15T00:00:00Z,Male,90206.0,100000.0,102.0,0.05,44295.0,True,,,4.2,61000.0,False
app_156,b73069ee7c403c922dfbbc3fdbb0b7710d6946d97c03101547bb73925c44653e,25-29,192.168.59.0,c248103e8dc692bb2d0dbda7d90f9edda5aff21ff60206b6698a0e1fb366a9af,"[{'category': 'Rent', 'amount': 218}]",2024-01-15T00:00:00Z,Female,90239.0,25000.0,,0.21,13641.0,False,algorithm_risk_score,,,,False
app_157,97590090403308eeb34678d6189ad8e5aa66020449561c572550a0798fba8df4,40-44,192.168.249.0,528a1ea148cf4cfd9bcbf16dfd2dec064217c6feb6f6fa24b96c11b19e7eb2dd,"[{'category': 'Shopping', 'amount': 387}, {'category': 'Gambling', 'amount': 646}]",2024-01-15T00:00:00Z,Female,10015.0,110000.0,34.0,0.11,38281.0,True,,,5.9,51000.0,False
app_158,d0c163a875e74402199fa1b75f4a73457b5de50d785a69b1186f247559b52410,30-34,172.29.126.0,d138a957871e8c510707581caf29ea25fc70995e2d1c8bf9632e4c63b2156763,"[{'category': 'Healthcare', 'amount': 681}, {'category': 'Entertainment', 'amount': 760}, {'category': 'Rent', 'amount': 825}]",2024-01-15T00:00:00Z,Female,90286.0,74000.0,31.0,0.38,27666.0,False,algorithm_risk_score,,,,False
app_159,cd629b14a3816bb368232f803cfdf7dee6d350c710b340f3e52510983ff17c6d,65-69,192.168.123.0,37f9579959f90e1a461f0a0347610a1404df45ce59129d3ce0ddbfa064432b28,"[{'category': 'Education', 'amount': 578}, {'category': 'Dining', 'amount': 507}]",2024-01-15T00:00:00Z,Male,10084.0,107000.0,89.0,0.22,61596.0,True,,,6.1,58000.0,False
app_160,ecaf66a9de09354074fd05394b95c1e655a5ec98d4bbff64ee40c0247c0834fc,40-44,192.168.48.0,f4e05657f87d7f8cf4de302593552cee13cc91bdc5e28391620e14b55a067b5f,"[{'category': 'Entertainment', 'amount': 883}, {'category': 'Fitness', 'amount': 128}]",2024-01-15T00:00:00Z,Male,10056.0,80000.0,18.0,0.18,58748.0,True,,,2.8,31000.0,False
app_161,27188f0ab6b82ef7dd310415b96ea6ea4e2c4fc8174b36ed89c495bdcd38a111,20-24,192.168.114.0,502a4d27bbac2be222c95322cb30f90878e625a5eed5110defd9afba60b5a7d9,"[{'category': 'Dining', 'amount': 155}]",2024-01-15T00:00:00Z,Male,10067.0,40000.0,16.0,0.07,21612.0,False,algorithm_risk_score,,,,False
app_162,05bce937062ad46be1a514daee0635610d632c2c49e5b6ce74cc33376887c9aa,30-34,10.53.239.0,f7c3b3c8d897e638421a0aec884c60104c173354e79f3248003cca238c75c361,"[{'category': 'Dining', 'amount': 303}, {'category': 'Entertainment', 'amount': 197}, {'category': 'Fitness', 'amount': 617}]",2024-01-15T00:00:00Z,Male,10066.0,55000.0,47.0,0.3,10407.0,True,,,2.7,71000.0,False
app_163,9548c8350224fbc786aafbcb4a21ba75f4550bd85718d9d6d7602d4bbe5f0be4,40-44,172.26.137.0,bbe01b3dff23004a39e1e5a71952f46c2cdd83a514e79ab5e3c7e8978e9df877,"[{'category': 'Shopping', 'amount': 404}]",2024-01-15T00:00:00Z,Male,10019.0,104000.0,58.0,0.3,38425.0,True,,,2.9,47000.0,False
app_164,6bc5387fb9d7d94cf247ee7277a3919a77052d19f8de7ccb097107c8f1a09097,45-49,192.168.240.0,6146caa99fbb26d951a91888c768b77cbf02ba0219230b5337c776e3a7aee364,"[{'category': 'Utilities', 'amount': 218}, {'category': 'Travel', 'amount': 798}, {'category': 'Transportation', 'amount': 430}]",2024-01-15T00:00:00Z,Male,10004.0,101000.0,117.0,0.14,34221.0,True,,,4.1,62000.0,False
app_165,,,,,"[{'category': 'Dining', 'amount': 435}, {'category': 'Insurance', 'amount': 508}]",2024-01-15T00:00:00Z,Male,10077.0,66000.0,6.0,0.16,36936.0,True,,,5.6,53000.0,False
app_166,fd088cec22b6321c5b71ed55eb44539b1fd5b17539939a87eaccb05f9d0e329e,45-49,192.168.208.0,ff9b40d84e8fa70f3cc21193014b2eaaee64bbbaf25de4fbf96b00d68cec20ea,"[{'category': 'Insurance', 'amount': 685}]",2024-01-15T00:00:00Z,Female,90247.0,118000.0,54.0,0.13,35023.0,False,algorithm_risk_score,,,,False
app_167,b8f19ab72ff0c19132e223630b688a939281d011a20d8eab9aeea9ee95cdc9ba,40-44,172.31.200.0,7956812b5c8e9974c42217a7e68ad858e3f0816e6e794c58925488933e5fefd3,"[{'category': 'Rent', 'amount': 465}, {'category': 'Utilities', 'amount': 641}]",2024-01-15T00:00:00Z,Female,90214.0,105000.0,32.0,0.17,55374.0,False,algorithm_risk_score,,,,False
app_168,22fe28eb8eaf788598a2d1166f88597b09a0763e40173a1ff1e4acae75252e33,25-29,192.168.148.0,79152c70f3ed4009ef3ea7d272ecd2f863e09d2a62ab32ace58754b745bdd44d,"[{'category': 'Groceries', 'amount': 687}, {'category': 'Transportation', 'amount': 354}]",2024-01-15T00:00:00Z,Male,10092.0,71000.0,29.0,0.28,22361.0,True,,,6.1,65000.0,False
app_169,31948f6f615654faf87f1cd1162aadb933f0727da020a74c47b67ef1db8b0f00,35-39,10.10.233.0,bd60206a0dc3a0c072a4098ca8d04816f7d212a72c10dcb647eab3c4c5d353d4,"[{'category': 'Insurance', 'amount': 623}]",2024-01-15T00:00:00Z,Male,10014.0,85000.0,45.0,0.11,61833.0,True,,,4.4,28000.0,False
app_170,be185c16128f4798536146f0d431c4a8cae4f846b810a2a4973fc0d239a2e643,35-39,10.160.161.0,d8b3a61ac2c1e50ccff06abc6dade2fd9fc1a946a32f8b80e93200b7354b556d,"[{'category': 'Rent', 'amount': 696}, {'category': 'Fitness', 'amount': 699}]",2024-01-15T00:00:00Z,Male,30015.0,75000.0,40.0,0.18,10709.0,True,,,3.3,79000.0,False
app_171,66f11a8afe06a2ee015f14bfeda69ee8d72d6aace409ffdc5ffb3f7366a929f1,25-29,172.19.104.0,1d0fdf5ee17591259df0ac6e5e84d3efb274d5a28165a55e5dcf65b896ebfe37,"[{'category': 'Dining', 'amount': 461}]",2024-01-15T00:00:00Z,Female,90252.0,104000.0,47.0,0.32,16227.0,True,,,6.2,78000.0,False
app_172,7598b46af801054e13ddbfb0d268359a285ae0509216f51e5204e1fd90ebddcd,35-39,10.130.95.0,d061c79c56588c23588b75add83dcf25c53589e4a7b31a8396c63181a9d5aa33,"[{'category': 'Rent', 'amount': 809}]",2024-01-15T00:00:00Z,Female,90213.0,64000.0,14.0,0.14,31122.0,False,algorithm_risk_score,,,,False
app_173,acdbb4ff32362a21986a7d9e04968e7bb75d0cec35ee58cfab21b2f5ac9f646f,45-49,10.168.245.0,074fe135a8d8f3c47eb81161904c6a533f8a95bbc8c4ab5b8434f8e464908bb6,"[{'category': 'Utilities', 'amount': 803}, {'category': 'Education', 'amount': 734}]",2024-01-15T00:00:00Z,Female,90277.0,115000.0,60.0,0.05,62581.0,False,algorithm_risk_score,,,,False
app_174,574acf30f6208717554a24c1822b46196c8c921bf87fae33c9a4fe3672bdda34,35-39,192.168.75.0,1942a132aa49037867e8b0add493045a263e6b211d2eb9f46cbb26a3251c16d1,"[{'category': 'Fitness', 'amount': 98}]",2024-01-15T00:00:00Z,Female,90237.0,98000.0,31.0,0.34,34731.0,True,,,2.7,33000.0,False
app_175,c4502463c0780444cffdeef66359dd90c0427ec7335767886127026ced4c1309,30-34,192.168.49.0,fe86bc1e660b5cb6d23b871c85ace8c64f6cec2fe8cad88c473014d90b7cca72,"[{'category': 'Education', 'amount': 290}, {'category': 'Utilities', 'amount': 630}]",2024-01-15T00:00:00Z,Male,10012.0,46000.0,47.0,0.31,19411.0,True,,,3.8,51000.0,False
app_176,9e53fba0f86bfbcdd7717417e4a64fb5b888d6fd9eea59c66a79abaa498e5a0a,35-39,192.168.177.0,82b88bf6392731992e53022b6ad8040c31d2ed5ba7322a8cd5478c1f4d710ef5,"[{'category': 'Travel', 'amount': 198}, {'category': 'Healthcare', 'amount': 102}]",2024-01-15T00:00:00Z,Male,10058.0,91000.0,60.0,0.22,46039.0,True,,,4.9,35000.0,False
app_177,25450e675babe12f2bd917dd386362bb83938b9a70693e789e4cd525fa83e874,35-39,172.20.125.0,baedc8c73ac8d41b52a82195dd1a60d617f2f01b8f9be0173ce4a103e663a34c,"[{'category': 'Shopping', 'amount': 392}]",2024-01-15T00:00:00Z,Male,10004.0,54000.0,35.0,0.05,25705.0,True,,,5.9,67000.0,False
app_178,9c5c18fd91658bac4d52b78e52975cc9af24757520f179dc5a77979a29f6593f,25-29,192.168.200.0,61021028cb4d85999593ca70f16f5afba93a36e96516478f1fb0d7a21d7a616c,"[{'category': 'Rent', 'amount': 189}, {'category': 'Fitness', 'amount': 570}]",2024-01-15T00:00:00Z,Male,10027.0,52000.0,44.0,0.13,20921.0,True,,,3.8,44000.0,False
app_179,ba864a1a6f2eaf8c3bcd0ea4b6b87aee9a804e7479b4bf5234f91f767d357b5a,30-34,172.21.233.0,f77404d6d9aea3bcb58e7ab54d36366eb410a329f794f9c86636baecbf494fa6,"[{'category': 'Utilities', 'amount': 842}, {'category': 'Healthcare', 'amount': 392}]",,Male,10092.0,85000.0,30.0,0.24,31966.0,True,,,3.4,42000.0,False
app_180,3e0df9bf03e974efcef05f5844758b683f5a1b1b5c5145efd32fbabfd7de4f13,55-59,10.20.49.0,7a5eb73e4ff1e8b8da347897362b5fd66fe23e7ba505eaa7ecfcbad61720a989,"[{'category': 'Entertainment', 'amount': 532}, {'category': 'Dining', 'amount': 75}, {'category': 'Alcohol', 'amount': 614}]",2024-01-15T00:00:00Z,Male,10002.0,111000.0,52.0,0.43,30253.0,False,algorithm_risk_score,,,,False
app_181,7aa23871d9d74c01c7dd7503bb90a7c12e8c097848c14e28f8b6e63f895e51fa,25-29,10.245.209.0,bde002a5e12e4b487da1db96286e63fa43fd0a3746c83804a01e2ce5351cb279,"[{'category': 'Travel', 'amount': 67}]",2024-01-15T00:00:00Z,Female,90284.0,89000.0,79.0,0.44,36769.0,True,,,5.0,54000.0,False
app_182,b53e660626e951a636c147b8521df7b20dd6d70cc0420308bcc25463f5df4351,40-44,10.143.138.0,0f43bd160e8426fb9674867deb8942dba03f3738bc8e56f700d370838de401e8,"[{'category': 'Insurance', 'amount': 633}]",2024-01-15T00:00:00Z,Male,10096.0,102000.0,53.0,0.39,39743.0,True,,,2.9,40000.0,False
app_183,2a3e7865944cfaedf9db0b88369eca334ec6f5676f116746c8feda9d4ce1ed79,25-29,192.168.39.0,9c3e0eb56b532feb3fb643555e6e0d27350b6fb08f46d53e7ef0d347b7af07e1,"[{'category': 'Healthcare', 'amount': 838}]",2024-01-15T00:00:00Z,Male,10003.0,36000.0,12.0,0.17,1661.0,True,,,4.9,16000.0,False
app_184,89fa4eefa849cc19a7a2b7200394254e7028cd82e3c858b886d092253d0b405f,25-29,172.29.125.0,f24e7cc1450ee9aa26b833e0593b2420fbfd59b8ad263608d5a2a76a6df561ab,"[{'category': 'Entertainment', 'amount': 463}]",2024-01-15T00:00:00Z,Male,10080.0,57000.0,14.0,0.23,31763.0,False,algorithm_risk_score,,,,False
app_185,77219248c419960ea8f41e4ec2b2a487a606dc783c2f95a0b6471bfb49025771,40-44,10.178.229.0,c8a3f03e7adb1969ea501f377249eaf013cde987ff9d2d30ffab8416b03b7801,"[{'category': 'Utilities', 'amount': 570}, {'category': 'Travel', 'amount': 191}, {'category': 'Healthcare', 'amount': 587}]",2024-01-15T00:00:00Z,Male,10039.0,60000.0,65.0,0.34,38690.0,True,,,5.6,24000.0,False
app_186,941c23a8bfd219fb883fe1828ef9c818c79cdd75e81734ce23fec2de864a5a30,35-39,172.24.47.0,ef7d6a7d023ae56961c75ed201b11146bcdba2fe4167cc6862106e412b12a2f8,"[{'category': 'Entertainment', 'amount': 850}, {'category': 'Fitness', 'amount': 195}, {'category': 'Travel', 'amount': 698}]",2024-01-15T00:00:00Z,Male,10086.0,115000.0,41.0,0.42,39117.0,True,,,6.0,72000.0,False
app_187,554a2786477338eb2b2b98d88de31aae2b3741676f1746de1502756d03d1fef5,35-39,192.168.117.0,c5b6e30d8264aa42fc99e9547067c1bf146e3a9308645ff1ccad9e7e78581b44,"[{'category': 'Fitness', 'amount': 428}]",2024-01-15T00:00:00Z,Male,10085.0,67000.0,52.0,0.3,31102.0,False,algorithm_risk_score,,,,False
app_188,05d07f5dfefb6e3af4050b58c96ba6b20cbd4d7c350f35ca0267967e06d63634,35-39,172.22.91.0,2f460fcddef8fd6bdb70e9148c7c9e96c63b730460bc0215ccd882ff65748ec8,"[{'category': 'Utilities', 'amount': 269}, {'category': 'Entertainment', 'amount': 449}]",2024-01-15T00:00:00Z,Female,90263.0,98000.0,64.0,0.17,45696.0,True,,,2.7,27000.0,False
app_189,e9c6e086135931de5234223a549df05f02c14b2f8ef93cf52e571caef060f8d8,55-59,10.238.76.0,6ab7b8a7c9b683cd6f90e9473f1fdb67162b7fe1a0f8c3149e2d5108e0342164,"[{'category': 'Groceries', 'amount': 156}, {'category': 'Utilities', 'amount': 605}]",2024-01-15T00:00:00Z,Male,90255.0,95000.0,71.0,0.06,41414.0,True,,,5.5,39000.0,False
app_190,829b1fefb65e03bc6926e2bb669ed334d11d96f14b8c4d4a83cadfbc5e33a0bc,25-29,192.168.242.0,86894dfddcc000bc68a9f5333bb6060163762183a73819b8d11855f7e43abbd8,"[{'category': 'Dining', 'amount': 317}, {'category': 'Shopping', 'amount': 223}, {'category': 'Fitness', 'amount': 849}]",2024-01-15T00:00:00Z,Female,90297.0,0.0,0.0,0.14,19603.0,False,algorithm_risk_score,,,,False
app_191,056430410aee433419b054348e62c83baab64bf11180df9641e5ed8947a1e4cc,65-69,172.28.37.0,a507b34c7338a1c9d2941a63542fb270eeeb3318ae65f56be62e896e974396fc,"[{'category': 'Shopping', 'amount': 303}, {'category': 'Fitness', 'amount': 188}, {'category': 'Entertainment', 'amount': 737}]",2024-01-15T00:00:00Z,Female,90281.0,98000.0,78.0,0.16,20428.0,False,algorithm_risk_score,,,,False
app_192,1473af78a573bb034db9e0f7f7e27d840b3b8c0cc4f9bfb4e427471ea31f45b3,40-44,172.29.183.0,225a51a89ce6ddd0df14b38f550e04f09d6517109927430660744aa90be8ade1,"[{'category': 'Healthcare', 'amount': 650}]",2024-01-15T00:00:00Z,Male,10088.0,78000.0,40.0,0.22,34292.0,True,,,6.0,18000.0,False
app_193,a9dcd9187efda317d1759fe651f3c7d8dff77aac660def65a1b7dd6ae27a7a16,40-44,10.39.214.0,dfb7a127822be10f8898862557dd593b81e777515aa6404b118739770c8e1e02,"[{'category': 'Education', 'amount': 638}, {'category': 'Adult Entertainment', 'amount': 322}]",2024-01-15T00:00:00Z,Female,90221.0,155000.0,9.0,0.08,30968.0,False,insufficient_credit_history,,,,False
app_194,0eef09a4b46cfa88174b217f23768002c7137bc5987a8d2e4459473539078afa,30-34,10.92.26.0,8c9e8d137126829fb93eefcbd33c670138bb1744628bc6d9224a76f80399e790,"[{'category': 'Education', 'amount': 224}]",2024-01-15T00:00:00Z,Female,90223.0,80000.0,3.0,0.09,32385.0,False,algorithm_risk_score,,,,False
app_195,8719b3c875d4daa4da19760448d3e0b1ae22fc89bf336c0423f30a61f01cc2ab,30-34,192.168.3.0,16ef6d179f421f50a48e228fb877b9651331987f00c38163b8814b2e6ce8f892,"[{'category': 'Rent', 'amount': 227}, {'category': 'Travel', 'amount': 554}, {'category': 'Insurance', 'amount': 190}, {'category': 'Adult Entertainment', 'amount': 579}]",2024-01-15T00:00:00Z,Male,10005.0,61000.0,0.0,0.29,19373.0,True,,,5.1,77000.0,False
app_196,6ea0e643d527e7a69a6bc2766102d595c5a21f4c8c8f34b7495b56eb98ec1490,30-34,10.7.164.0,a0cc82d7179b5510cb5752fa75322e4dac8c8b705cc89dce6bd4a096143a751d,"[{'category': 'Travel', 'amount': 598}, {'category': 'Education', 'amount': 533}, {'category': 'Groceries', 'amount': 821}]",2024-01-15T00:00:00Z,Female,90225.0,88000.0,19.0,0.26,12943.0,True,,,6.4,47000.0,False
app_197,fb94f994198c79448d9b3170c3d87050e1a63c7aca8da5f6d652cedc491c09a3,55-59,192.168.85.0,29eb2178e2a334c70d196f14d94bf3481ff9bde4dcd87b91d3174da3c471b291,"[{'category': 'Fitness', 'amount': 368}, {'category': 'Healthcare', 'amount': 136}]",2024-01-15T00:00:00Z,Female,90284.0,80000.0,83.0,0.21,37307.0,False,algorithm_risk_score,,,,False
app_198,d2c65e07d804ff463872b65e2da6cf95734668ce1ae5dad9e55720ecc4d817c1,25-29,192.168.48.0,54e36fc97bde36f9a3b9f2623ddde6eff2fd765f4c79554367cabda907f621f9,"[{'category': 'Utilities', 'amount': 366}]",2024-01-15T00:00:00Z,Male,10057.0,49000.0,0.0,0.12,21939.0,False,algorithm_risk_score,,,,False
app_199,c1ca70774a0caf27682640701fc97aa695c99a69b65ebd8840738cf62e94444a,30-34,192.168.142.0,b9002b1d94ebd7a3c593534807e2642bd897f91efa4bfc017701109de8001d3f,"[{'category': 'Healthcare', 'amount': 382}, {'category': 'Rent', 'amount': 327}]",2024-01-15T00:00:00Z,Male,30008.0,68000.0,43.0,0.41,8346.0,False,algorithm_risk_score,,,,False
app_200,960017e31c524838f8d3d635c89559875a48b31ae20278c01c907ed237129c25,25-29,192.168.48.0,116648a7761525746032d0ab323ceb01f50d11f793516437a5cf80804fc6fb9d,"[{'category': 'Shopping', 'amount': 480}, {'category': 'Rent', 'amount': 790}, {'category': 'Alcohol', 'amount': 247}]",2024-01-15T00:00:00Z,Male,10036.0,73000.0,23.0,0.2,31212.0,False,algorithm_risk_score,,,,False
app_201,f00e174ebaf3c1f96aa2bd3575a931180bda0b20967d7fd2c37b9da6ed5b79e9,25-29,10.138.254.0,db46776db5759c34abda57d36a176cdcb0a50252ddd7c91ae17b6661fa9dba2b,"[{'category': 'Healthcare', 'amount': 602}]",,Male,10088.0,36000.0,27.0,0.11,11695.0,False,algorithm_risk_score,home_improvement,,,False
app_202,d8a663abeeaac4d7194952b7e1c164e77cf7ebffd836c89c718bfec0bde271be,30-34,192.168.237.0,ab49167550e6cbde7819119cfabf22e35cd5af8b3e944132c6735daf2dccbe7a,"[{'category': 'Healthcare', 'amount': 73}, {'category': 'Rent', 'amount': 263}, {'category': 'Entertainment', 'amount': 512}]",,Male,10097.0,62000.0,29.0,0.11,14258.0,True,,auto,5.8,64000.0,False
app_203,14a3cff8e3fc83dc60e1fa26412ea35e35d4bb66505fb544b4c23b0fdda569f5,30-34,172.22.253.0,6a6df60568f5d3c6891d057e1035484a7499c5e2bf9d839dc449495e84428515,"[{'category': 'Insurance', 'amount': 645}]",,Male,10093.0,58000.0,47.0,0.44,21458.0,True,,moving,3.0,51000.0,False
app_204,dbf52b8c70cad4c2b8ec59f52aede1a63ff0f92dece89b091cfeab423482f1b8,40-44,10.77.72.0,,"[{'category': 'Travel', 'amount': 778}]",,Male,90256.0,81000.0,63.0,0.22,14018.0,False,algorithm_risk_score,vacation,,,False
app_205,93fc30f50d1de9a98dea6a6705584ea7320c3fb19d197de9e09752f1b1b0922c,40-44,10.244.192.0,49210d576fc5008aedfcac9a94632d870c15022d81f76ae08731b0fa9cd57c15,"[{'category': 'Entertainment', 'amount': 821}, {'category': 'Utilities', 'amount': 727}]",,Female,90267.0,66000.0,53.0,0.25,23205.0,False,algorithm_risk_score,vacation,,,False
app_206,33ebcaae0f04d80ac7ef6197c720028a304cf26514030469932860aecee98b2b,60-64,172.31.144.0,d6e8d8178ce5a8c841dde90d417aede5c63d1bc01db7d6a14074b1ab14679ab5,"[{'category': 'Education', 'amount': 523}]",,Male,10003.0,72000.0,44.0,0.19,15112.0,False,algorithm_risk_score,wedding,,,False
app_207,989b940cb036df75672e8d769cb8bd3a7a1d2c78b44c6cf2473787850e4c76e5,25-29,10.102.66.0,709ce15acb61a180ddca6b6f3cbffe55ff512344a8a87a8fc6d655158949aab2,"[{'category': 'Insurance', 'amount': 866}, {'category': 'Travel', 'amount': 837}, {'category': 'Gambling', 'amount': 679}]",,Female,90201.0,62000.0,17.0,0.32,29372.0,False,algorithm_risk_score,vacation,,,False
app_208,d9e5a13fbff6f500baed0b988368b93e924e7eed97f8c1d8d7badc5cfdf4b7a9,55-59,172.17.130.0,f6838dd99f8f50da6ef165d1030acc73361d82f31be2247bb06261767fdf12a8,"[{'category': 'Dining', 'amount': 114}, {'category': 'Fitness', 'amount': 795}]",,Male,10061.0,97000.0,92.0,0.34,21594.0,True,,education,2.8,26000.0,False
app_209,a08d01f707f395d37becca720a2291d05d61e2042291d287dbaf223ef9979b48,35-39,10.88.153.0,df642e982381f27f60685656ac4e5c402c69e936dedb120d6b8d997001f9aef4,"[{'category': 'Healthcare', 'amount': 608}, {'category': 'Rent', 'amount': 798}]",,Male,10010.0,106000.0,51.0,0.15,51382.0,True,,moving,5.2,59000.0,False
app_210,d86828639e43d64a0dad03901bf5a66d98fa2e80a11b76724071d5ddcb66f6fd,40-44,10.113.208.0,e9f994262dda951addde17503a61f1da88fbaaf278cf3a2b8440b116b68afcd0,"[{'category': 'Entertainment', 'amount': 241}]",,Female,90261.0,66000.0,18.0,0.42,41892.0,True,,medical,4.8,40000.0,False
app_211,242941d65c898e264171ba10f2452d437fe30a48596b1ed74d9ce9491ea3680d,35-39,172.28.207.0,3041201ef975f4430e3dc09514729e2a0e97a5be3d7751f3a142991f708eb28c,"[{'category': 'Groceries', 'amount': 136}]",,Female,90222.0,112000.0,75.0,0.08,62775.0,False,algorithm_risk_score,education,,,False
app_212,da36dbee9753987e2be1e7440b91cbc93360c95526d9ce3c13d7eb222fd7c391,25-29,172.17.7.0,d479d69ed1abd509c56bf1bfe84ba83eaf3b4fdb75d27d70b5267aa598bda6a5,"[{'category': 'Rent', 'amount': 81}]",,Female,90231.0,50000.0,25.0,0.2,20787.0,False,algorithm_risk_score,personal,,,False
app_213,4523f1cea10c4ee53229239de5fdd28413df381e482d7e2b4262e51f5af3af8c,25-29,172.22.75.0,6c86f5018b8c4f5080d01f427eaf440fb020b950a28f69ebc3b57860f0521216,"[{'category': 'Education', 'amount': 522}]",,Male,10071.0,54000.0,31.0,0.13,17081.0,True,,wedding,5.1,56000.0,False
app_214,19d6993299ac8e32c304bd0c9e77464ad9b3db76f04532191bfe777d74a7a872,60-64,172.17.208.0,1b8be61fdffd14ac5b2ba2471225ee60491bb390bf92239d876b4dcfb0858d27,"[{'category': 'Utilities', 'amount': 786}]",,Female,90277.0,116000.0,84.0,0.31,41962.0,True,,debt_consolidation,4.1,57000.0,False
app_215,2302185c48c1dfae1cc1ed187c4ce46d61208fa8def37782e61900329a0e52c7,35-39,10.240.193.0,b299e7d6a37e183bab209eb8df919652117dd16ed16698502ce48f29ecbfbb34,"[{'category': 'Rent', 'amount': 109}]",,Male,10075.0,61000.0,41.0,0.21,37909.0,True,,vacation,3.7,59000.0,False
app_216,0f1fd0e2b4a4551efbb5d4692e852a5ac785c36437093aaa44abf6d6a74ee245,45-49,192.168.11.0,a3028ab6afa6b8526a713392e4acdb7837c1d4eb38e32516309c6ca80986b8e6,"[{'category': 'Groceries', 'amount': 230}, {'category': 'Insurance', 'amount': 210}]",,Male,10020.0,111000.0,77.0,0.37,61470.0,True,,wedding,5.8,42000.0,False
app_217,fa1ea2a419ffea110e36aeba1735441f9661491f0c6b02ef8159fca84b0a4c43,35-39,172.21.89.0,6b0c7164f954531a2be5a96e71b5285b2121503ba71a7bebd60f8493f2c46caa,"[{'category': 'Healthcare', 'amount': 147}, {'category': 'Dining', 'amount': 633}]",,Male,10079.0,91000.0,56.0,0.23,47092.0,False,algorithm_risk_score,auto,,,False
app_218,afaee42e2ef6fd44a8d59e61a638e1e7db1a4d3d1327a4e28fdf168f6472da9c,40-44,10.216.243.0,05ba684e22352d1287187b3cc6da54bc6a1bdc7869af2cfd5ac5110638a28cc5,"[{'category': 'Travel', 'amount': 240}]",,Male,10083.0,80000.0,80.0,0.43,22276.0,True,,medical,2.7,29000.0,False
app_219,25bc11d8eb01f1a12d724cd851a7b1de727dd123c80a45cc47617bbe1a247280,40-44,10.71.231.0,233b28adab7cdc589e7674d0cc0438fa39002392a3f85e25ec31da14bceb8f5b,"[{'category': 'Travel', 'amount': 291}, {'category': 'Groceries', 'amount': 132}]",,Female,90225.0,99000.0,28.0,0.09,66409.0,False,insufficient_credit_history,debt_consolidation,,,False
app_220,24a06ea660d9035f94c62ebec17346bfd44be9eb7cb22b7d2d033f38b49cacb9,35-39,192.168.31.0,4456bd1cf597f3388eebd44edd1df6a98746002a85848f8ed7eeb50275af7811,"[{'category': 'Shopping', 'amount': 484}]",,Male,10034.0,121000.0,48.0,0.17,18326.0,False,algorithm_risk_score,education,,,False
app_221,fb01f8ce8c5368e76ff208af57ef4ca662c226cddb77d62ad429328684bdc38f,25-29,192.168.84.0,a28bfd002bf406b5dce7b546ead0e8182ce2fa09ca4860d1c827ecac50994198,"[{'category': 'Entertainment', 'amount': 158}]",,Female,90247.0,59000.0,34.0,0.45,17248.0,False,insufficient_credit_history,medical,,,False
app_222,f13afa7c3b2a5537cf1ce6d2802b0c828fa5237fa00d08d0b23d79315dce3adb,60-64,192.168.133.0,9ad3a83c4ea3ee00e2c4945e863c61440fdf507a7b8836448d43497e302655ab,"[{'category': 'Entertainment', 'amount': 298}, {'category': 'Travel', 'amount': 315}]",,Female,90299.0,102000.0,104.0,0.28,17483.0,False,algorithm_risk_score,personal,,,False
app_223,9b58f0c00ecd5012111ff8bd38a05ce255f329048020e40ac058640f0f03d841,25-29,10.162.20.0,c0e7196ef2f6b71bef400ea82fa4a167522cba99bf0cdf7dd8e2f427e7b1194e,"[{'category': 'Groceries', 'amount': 112}]",,Male,10040.0,57000.0,0.0,0.26,4528.0,True,,medical,5.1,40000.0,False
app_224,a39727f3d5c8f3a75c80520ee9483ce76a100fd34de6ede502670d0ab99977eb,55-59,10.248.103.0,2d719dbf1a1efffb321b672836febbac09645aa8bc4fb470329e78700f300a88,"[{'category': 'Entertainment', 'amount': 131}]",,Male,10052.0,93000.0,81.0,0.12,53299.0,False,algorithm_risk_score,medical,,,False
app_225,03bc2d225f590df2431d1117458b0592dbb77ecf584ba76ebed7b4c3b25298c7,25-29,10.159.91.0,eba47c39f61436b9cf067f3d43fc51dec08fabd4e8a135aaf4e9ebb00fe1c2b3,"[{'category': 'Shopping', 'amount': 153}]",,Male,30017.0,22000.0,0.0,0.28,3918.0,False,algorithm_risk_score,education,,,False
app_226,1a24d44344f3d0a6a967ec7cf8708db387a97cd3e5edebdf18d527a31d64fccd,40-44,192.168.196.0,a4ae7b01d080ef7b12adbb5151050bd2d80660090b20c1f038f92bc05d960c1b,"[{'category': 'Travel', 'amount': 726}]",,Female,90231.0,148000.0,61.0,0.17,66276.0,True,,vacation,6.1,46000.0,False
